Year,County,Occupation,Successful Closures,Annotation Code,Count Annotation Desc,Percent,Percent Annotation Desc
2016,Yuba,RSA Special Occupations and Miscellaneous,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Yuba,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Yuba,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Alameda,"Agricultural, Forestry, Fishing and Related",5,,,,
2017,Alameda,Business and Financial Operations Occupations,1,,,,
2017,Alameda,Clerical and Administrative Support,83,,,,
2017,Alameda,Community and Social Service Occupations,1,,,,
2017,Alameda,Computer and Mathematical Occupations,6,,,,
2017,Alameda,"Education, Training, and Library Occupations",1,,,,
2017,Alameda,Managerial and Administrative,8,,,,
2017,Alameda,Not Reported,47,,,,
2017,Alameda,"Prod, Const, Operating, Maint & Material Handling",81,,,,
2017,Alameda,"Professional, Paraprofessional and Technical",55,,,,
2017,Alameda,Sales and Related Occupations,28,,,,
2017,Alameda,Service Occupations,52,,,,
2017,Amador,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Amador,Not Reported,1,,,,
2017,Amador,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Amador,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Butte,"Agricultural, Forestry, Fishing and Related",1,,,,
2017,Butte,Clerical and Administrative Support,17,,,,
2017,Butte,"Education, Training, and Library Occupations",1,,,,
2017,Butte,Not Reported,9,,,,
2017,Butte,"Prod, Const, Operating, Maint & Material Handling",19,,,,
2017,Butte,"Professional, Paraprofessional and Technical",22,,,,
2017,Butte,Sales and Related Occupations,15,,,,
2017,Butte,Service Occupations,20,,,,
2017,Calaveras,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Colusa,"Agricultural, Forestry, Fishing and Related",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Colusa,Managerial and Administrative,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Colusa,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Colusa,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Contra Costa,"Agricultural, Forestry, Fishing and Related",1,,,,
2017,Contra Costa,Clerical and Administrative Support,73,,,,
2017,Contra Costa,Community and Social Service Occupations,4,,,,
2017,Contra Costa,Computer and Mathematical Occupations,6,,,,
2017,Contra Costa,"Education, Training, and Library Occupations",3,,,,
2017,Contra Costa,Healthcare Support Occupations,1,,,,
2017,Contra Costa,Managerial and Administrative,1,,,,
2017,Contra Costa,Not Reported,27,,,,
2017,Contra Costa,"Prod, Const, Operating, Maint & Material Handling",41,,,,
2017,Contra Costa,"Professional, Paraprofessional and Technical",39,,,,
2017,Contra Costa,Sales and Related Occupations,14,,,,
2017,Contra Costa,Service Occupations,43,,,,
2017,Del Norte,Community and Social Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Del Norte,Healthcare Support Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Del Norte,Not Reported,1,,,,
2017,Del Norte,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Del Norte,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Del Norte,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,El Dorado,Clerical and Administrative Support,8,,,,
2017,El Dorado,Computer and Mathematical Occupations,1,,,,
2017,El Dorado,Not Reported,2,,,,
2017,El Dorado,"Prod, Const, Operating, Maint & Material Handling",2,,,,
2017,El Dorado,"Professional, Paraprofessional and Technical",4,,,,
2017,El Dorado,Sales and Related Occupations,11,,,,
2017,El Dorado,Service Occupations,5,,,,
2017,Fresno,"Agricultural, Forestry, Fishing and Related",5,,,,
2017,Fresno,Clerical and Administrative Support,30,,,,
2017,Fresno,Healthcare Support Occupations,2,,,,
2017,Fresno,Managerial and Administrative,1,,,,
2017,Fresno,Not Reported,14,,,,
2017,Fresno,"Prod, Const, Operating, Maint & Material Handling",33,,,,
2017,Fresno,"Professional, Paraprofessional and Technical",13,,,,
2017,Fresno,Sales and Related Occupations,16,,,,
2017,Fresno,Service Occupations,31,,,,
2017,Glenn,"Agricultural, Forestry, Fishing and Related",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Glenn,"Prod, Const, Operating, Maint & Material Handling",14,,,,
2017,Glenn,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Glenn,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Glenn,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Humboldt,"Agricultural, Forestry, Fishing and Related",2,,,,
2017,Humboldt,Clerical and Administrative Support,17,,,,
2017,Humboldt,Not Reported,7,,,,
2017,Humboldt,"Prod, Const, Operating, Maint & Material Handling",10,,,,
2017,Humboldt,"Professional, Paraprofessional and Technical",11,,,,
2017,Humboldt,Sales and Related Occupations,5,,,,
2017,Humboldt,Service Occupations,22,,,,
2017,Imperial,"Agricultural, Forestry, Fishing and Related",1,,,,
2017,Imperial,Clerical and Administrative Support,8,,,,
2017,Imperial,Construction and Extraction Occupations,1,,,,
2017,Imperial,Healthcare Support Occupations,1,,,,
2017,Imperial,Not Reported,14,,,,
2017,Imperial,"Prod, Const, Operating, Maint & Material Handling",10,,,,
2017,Imperial,"Professional, Paraprofessional and Technical",4,,,,
2017,Imperial,Sales and Related Occupations,4,,,,
2017,Imperial,Service Occupations,7,,,,
2017,Inyo,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Kern,"Agricultural, Forestry, Fishing and Related",1,,,,
2017,Kern,Clerical and Administrative Support,11,,,,
2017,Kern,"Education, Training, and Library Occupations",2,,,,
2017,Kern,Managerial and Administrative,1,,,,
2017,Kern,Not Reported,8,,,,
2017,Kern,"Prod, Const, Operating, Maint & Material Handling",22,,,,
2017,Kern,"Professional, Paraprofessional and Technical",10,,,,
2017,Kern,Sales and Related Occupations,8,,,,
2017,Kern,Service Occupations,8,,,,
2017,Kings,Clerical and Administrative Support,2,,,,
2017,Kings,Not Reported,1,,,,
2017,Kings,"Prod, Const, Operating, Maint & Material Handling",4,,,,
2017,Kings,"Professional, Paraprofessional and Technical",2,,,,
2017,Kings,Sales and Related Occupations,6,,,,
2017,Kings,Service Occupations,8,,,,
2017,Lake,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Lake,Community and Social Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Lake,Managerial and Administrative,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Lake,Not Reported,1,,,,
2017,Lake,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Lake,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Lake,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Lassen,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Lassen,Not Reported,2,,,,
2017,Lassen,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Lassen,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Lassen,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Lassen,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Los Angeles,"Agricultural, Forestry, Fishing and Related",24,,,,
2017,Los Angeles,Business and Financial Operations Occupations,1,,,,
2017,Los Angeles,Clerical and Administrative Support,753,,,,
2017,Los Angeles,Community and Social Service Occupations,11,,,,
2017,Los Angeles,Computer and Mathematical Occupations,8,,,,
2017,Los Angeles,Construction and Extraction Occupations,7,,,,
2017,Los Angeles,"Education, Training, and Library Occupations",5,,,,
2017,Los Angeles,Healthcare Practitioners and Technical Occupations,2,,,,
2017,Los Angeles,Healthcare Support Occupations,4,,,,
2017,Los Angeles,Managerial and Administrative,22,,,,
2017,Los Angeles,Not Reported,367,,,,
2017,Los Angeles,"Prod, Const, Operating, Maint & Material Handling",649,,,,
2017,Los Angeles,Production Occupations,1,,,,
2017,Los Angeles,"Professional, Paraprofessional and Technical",240,,,,
2017,Los Angeles,Protective Service Occupations,1,,,,
2017,Los Angeles,RSA Special Occupations and Miscellaneous,3,,,,
2017,Los Angeles,Sales and Related Occupations,475,,,,
2017,Los Angeles,Service Occupations,453,,,,
2017,Madera,Clerical and Administrative Support,3,,,,
2017,Madera,Computer and Mathematical Occupations,2,,,,
2017,Madera,"Education, Training, and Library Occupations",1,,,,
2017,Madera,Not Reported,3,,,,
2017,Madera,"Prod, Const, Operating, Maint & Material Handling",2,,,,
2017,Madera,Sales and Related Occupations,1,,,,
2017,Madera,Service Occupations,1,,,,
2017,Marin,"Agricultural, Forestry, Fishing and Related",3,,,,
2017,Marin,Clerical and Administrative Support,29,,,,
2017,Marin,Community and Social Service Occupations,2,,,,
2017,Marin,"Education, Training, and Library Occupations",1,,,,
2017,Marin,Managerial and Administrative,2,,,,
2017,Marin,Not Reported,3,,,,
2017,Marin,"Prod, Const, Operating, Maint & Material Handling",4,,,,
2017,Marin,"Professional, Paraprofessional and Technical",5,,,,
2017,Marin,Sales and Related Occupations,5,,,,
2017,Marin,Service Occupations,6,,,,
2017,Mariposa,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Mendocino,"Agricultural, Forestry, Fishing and Related",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Mendocino,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Mendocino,Not Reported,4,,,,
2017,Mendocino,"Prod, Const, Operating, Maint & Material Handling",20,,,,
2017,Mendocino,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Mendocino,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Mendocino,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Merced,"Agricultural, Forestry, Fishing and Related",3,,,,
2017,Merced,Clerical and Administrative Support,10,,,,
2017,Merced,Construction and Extraction Occupations,1,,,,
2017,Merced,"Education, Training, and Library Occupations",1,,,,
2017,Merced,Healthcare Support Occupations,2,,,,
2017,Merced,Not Reported,10,,,,
2017,Merced,"Prod, Const, Operating, Maint & Material Handling",21,,,,
2017,Merced,"Professional, Paraprofessional and Technical",15,,,,
2017,Merced,Sales and Related Occupations,13,,,,
2017,Merced,Service Occupations,16,,,,
2017,Modoc,"Agricultural, Forestry, Fishing and Related",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Modoc,Not Reported,1,,,,
2017,Modoc,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Mono,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Monterey,"Agricultural, Forestry, Fishing and Related",10,,,,
2017,Monterey,Clerical and Administrative Support,6,,,,
2017,Monterey,Healthcare Support Occupations,1,,,,
2017,Monterey,Managerial and Administrative,1,,,,
2017,Monterey,Not Reported,7,,,,
2017,Monterey,"Prod, Const, Operating, Maint & Material Handling",10,,,,
2017,Monterey,"Professional, Paraprofessional and Technical",12,,,,
2017,Monterey,Sales and Related Occupations,21,,,,
2017,Monterey,Service Occupations,19,,,,
2017,Napa,"Agricultural, Forestry, Fishing and Related",3,,,,
2017,Napa,Clerical and Administrative Support,13,,,,
2017,Napa,Managerial and Administrative,2,,,,
2017,Napa,Not Reported,3,,,,
2017,Napa,"Prod, Const, Operating, Maint & Material Handling",12,,,,
2017,Napa,"Professional, Paraprofessional and Technical",4,,,,
2017,Napa,Sales and Related Occupations,9,,,,
2017,Napa,Service Occupations,13,,,,
2017,Nevada,"Agricultural, Forestry, Fishing and Related",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Nevada,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Nevada,Managerial and Administrative,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Nevada,Not Reported,3,,,,
2017,Nevada,"Prod, Const, Operating, Maint & Material Handling",12,,,,
2017,Nevada,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Nevada,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Nevada,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Not Reported,Not Reported,1,,,,
2017,Orange,"Agricultural, Forestry, Fishing and Related",7,,,,
2017,Orange,Clerical and Administrative Support,276,,,,
2017,Orange,Community and Social Service Occupations,1,,,,
2017,Orange,Computer and Mathematical Occupations,3,,,,
2017,Orange,Construction and Extraction Occupations,1,,,,
2017,Orange,"Education, Training, and Library Occupations",1,,,,
2017,Orange,Healthcare Support Occupations,1,,,,
2017,Orange,Managerial and Administrative,6,,,,
2017,Orange,Not Reported,80,,,,
2017,Orange,"Prod, Const, Operating, Maint & Material Handling",144,,,,
2017,Orange,"Professional, Paraprofessional and Technical",62,,,,
2017,Orange,Sales and Related Occupations,251,,,,
2017,Orange,Service Occupations,182,,,,
2017,Out of State,"Agricultural, Forestry, Fishing and Related",1,,,,
2017,Out of State,Clerical and Administrative Support,6,,,,
2017,Out of State,Healthcare Support Occupations,1,,,,
2017,Out of State,Managerial and Administrative,4,,,,
2017,Out of State,Not Reported,12,,,,
2017,Out of State,"Prod, Const, Operating, Maint & Material Handling",3,,,,
2017,Out of State,"Professional, Paraprofessional and Technical",17,,,,
2017,Out of State,Sales and Related Occupations,4,,,,
2017,Out of State,Service Occupations,9,,,,
2017,Placer,"Agricultural, Forestry, Fishing and Related",1,,,,
2017,Placer,Clerical and Administrative Support,35,,,,
2017,Placer,Community and Social Service Occupations,1,,,,
2017,Placer,Managerial and Administrative,3,,,,
2017,Placer,Not Reported,9,,,,
2017,Placer,"Prod, Const, Operating, Maint & Material Handling",31,,,,
2017,Placer,"Professional, Paraprofessional and Technical",10,,,,
2017,Placer,Sales and Related Occupations,5,,,,
2017,Placer,Service Occupations,18,,,,
2017,Plumas,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Plumas,Not Reported,1,,,,
2017,Plumas,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Plumas,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Riverside,"Agricultural, Forestry, Fishing and Related",16,,,,
2017,Riverside,Clerical and Administrative Support,142,,,,
2017,Riverside,Community and Social Service Occupations,1,,,,
2017,Riverside,Computer and Mathematical Occupations,2,,,,
2017,Riverside,Healthcare Support Occupations,2,,,,
2017,Riverside,Managerial and Administrative,5,,,,
2017,Riverside,Not Reported,50,,,,
2017,Riverside,"Prod, Const, Operating, Maint & Material Handling",84,,,,
2017,Riverside,"Professional, Paraprofessional and Technical",54,,,,
2017,Riverside,Sales and Related Occupations,72,,,,
2017,Riverside,Service Occupations,100,,,,
2017,Sacramento,"Agricultural, Forestry, Fishing and Related",2,,,,
2017,Sacramento,Clerical and Administrative Support,148,,,,
2017,Sacramento,Community and Social Service Occupations,1,,,,
2017,Sacramento,Computer and Mathematical Occupations,2,,,,
2017,Sacramento,"Education, Training, and Library Occupations",1,,,,
2017,Sacramento,Healthcare Support Occupations,2,,,,
2017,Sacramento,Managerial and Administrative,7,,,,
2017,Sacramento,Not Reported,20,,,,
2017,Sacramento,"Prod, Const, Operating, Maint & Material Handling",54,,,,
2017,Sacramento,"Professional, Paraprofessional and Technical",46,,,,
2017,Sacramento,Protective Service Occupations,1,,,,
2017,Sacramento,Sales and Related Occupations,46,,,,
2017,Sacramento,Service Occupations,54,,,,
2017,San Benito,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,San Benito,Computer and Mathematical Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,San Benito,Not Reported,3,,,,
2017,San Benito,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,San Benito,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,San Benito,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,San Bernardino,"Agricultural, Forestry, Fishing and Related",8,,,,
2017,San Bernardino,Business and Financial Operations Occupations,1,,,,
2017,San Bernardino,Clerical and Administrative Support,95,,,,
2017,San Bernardino,Community and Social Service Occupations,1,,,,
2017,San Bernardino,Managerial and Administrative,1,,,,
2017,San Bernardino,Not Reported,58,,,,
2017,San Bernardino,"Prod, Const, Operating, Maint & Material Handling",118,,,,
2017,San Bernardino,"Professional, Paraprofessional and Technical",49,,,,
2017,San Bernardino,RSA Special Occupations and Miscellaneous,1,,,,
2017,San Bernardino,Sales and Related Occupations,188,,,,
2017,San Bernardino,Service Occupations,101,,,,
2017,San Diego,"Agricultural, Forestry, Fishing and Related",8,,,,
2017,San Diego,Clerical and Administrative Support,250,,,,
2017,San Diego,Community and Social Service Occupations,1,,,,
2017,San Diego,Computer and Mathematical Occupations,6,,,,
2017,San Diego,"Education, Training, and Library Occupations",4,,,,
2017,San Diego,Managerial and Administrative,14,,,,
2017,San Diego,Not Reported,99,,,,
2017,San Diego,"Prod, Const, Operating, Maint & Material Handling",164,,,,
2017,San Diego,"Professional, Paraprofessional and Technical",82,,,,
2017,San Diego,RSA Special Occupations and Miscellaneous,2,,,,
2017,San Diego,Sales and Related Occupations,86,,,,
2017,San Diego,Service Occupations,140,,,,
2017,San Francisco,"Agricultural, Forestry, Fishing and Related",7,,,,
2017,San Francisco,Clerical and Administrative Support,107,,,,
2017,San Francisco,Community and Social Service Occupations,9,,,,
2017,San Francisco,Computer and Mathematical Occupations,3,,,,
2017,San Francisco,Managerial and Administrative,1,,,,
2017,San Francisco,Not Reported,64,,,,
2017,San Francisco,"Prod, Const, Operating, Maint & Material Handling",26,,,,
2017,San Francisco,"Professional, Paraprofessional and Technical",45,,,,
2017,San Francisco,Protective Service Occupations,1,,,,
2017,San Francisco,Sales and Related Occupations,19,,,,
2017,San Francisco,Service Occupations,54,,,,
2017,San Joaquin,Clerical and Administrative Support,8,,,,
2017,San Joaquin,Community and Social Service Occupations,1,,,,
2017,San Joaquin,"Education, Training, and Library Occupations",2,,,,
2017,San Joaquin,Not Reported,10,,,,
2017,San Joaquin,"Prod, Const, Operating, Maint & Material Handling",8,,,,
2017,San Joaquin,"Professional, Paraprofessional and Technical",6,,,,
2017,San Joaquin,Sales and Related Occupations,5,,,,
2017,San Joaquin,Service Occupations,12,,,,
2017,San Luis Obispo,"Agricultural, Forestry, Fishing and Related",2,,,,
2017,San Luis Obispo,Clerical and Administrative Support,31,,,,
2017,San Luis Obispo,Computer and Mathematical Occupations,2,,,,
2017,San Luis Obispo,"Education, Training, and Library Occupations",1,,,,
2017,San Luis Obispo,Managerial and Administrative,2,,,,
2017,San Luis Obispo,Not Reported,16,,,,
2017,San Luis Obispo,"Prod, Const, Operating, Maint & Material Handling",13,,,,
2017,San Luis Obispo,"Professional, Paraprofessional and Technical",4,,,,
2017,San Luis Obispo,Sales and Related Occupations,7,,,,
2017,San Luis Obispo,Service Occupations,10,,,,
2017,San Mateo,"Agricultural, Forestry, Fishing and Related",3,,,,
2017,San Mateo,Clerical and Administrative Support,75,,,,
2017,San Mateo,Community and Social Service Occupations,1,,,,
2017,San Mateo,Computer and Mathematical Occupations,1,,,,
2017,San Mateo,Managerial and Administrative,2,,,,
2017,San Mateo,Not Reported,15,,,,
2017,San Mateo,"Prod, Const, Operating, Maint & Material Handling",8,,,,
2017,San Mateo,"Professional, Paraprofessional and Technical",14,,,,
2017,San Mateo,Sales and Related Occupations,48,,,,
2017,San Mateo,Service Occupations,32,,,,
2017,Santa Barbara,"Agricultural, Forestry, Fishing and Related",5,,,,
2017,Santa Barbara,Clerical and Administrative Support,46,,,,
2017,Santa Barbara,Computer and Mathematical Occupations,1,,,,
2017,Santa Barbara,Healthcare Support Occupations,1,,,,
2017,Santa Barbara,Managerial and Administrative,2,,,,
2017,Santa Barbara,Not Reported,27,,,,
2017,Santa Barbara,"Prod, Const, Operating, Maint & Material Handling",31,,,,
2017,Santa Barbara,"Professional, Paraprofessional and Technical",24,,,,
2017,Santa Barbara,Sales and Related Occupations,17,,,,
2017,Santa Barbara,Service Occupations,38,,,,
2017,Santa Clara,"Agricultural, Forestry, Fishing and Related",2,,,,
2017,Santa Clara,Clerical and Administrative Support,69,,,,
2017,Santa Clara,Computer and Mathematical Occupations,1,,,,
2017,Santa Clara,"Education, Training, and Library Occupations",2,,,,
2017,Santa Clara,Healthcare Practitioners and Technical Occupations,1,,,,
2017,Santa Clara,Healthcare Support Occupations,1,,,,
2017,Santa Clara,Managerial and Administrative,2,,,,
2017,Santa Clara,Not Reported,30,,,,
2017,Santa Clara,"Prod, Const, Operating, Maint & Material Handling",26,,,,
2017,Santa Clara,"Professional, Paraprofessional and Technical",31,,,,
2017,Santa Clara,RSA Special Occupations and Miscellaneous,3,,,,
2017,Santa Clara,Sales and Related Occupations,77,,,,
2017,Santa Clara,Service Occupations,55,,,,
2017,Santa Cruz,"Agricultural, Forestry, Fishing and Related",1,,,,
2017,Santa Cruz,Clerical and Administrative Support,2,,,,
2017,Santa Cruz,Not Reported,5,,,,
2017,Santa Cruz,"Prod, Const, Operating, Maint & Material Handling",14,,,,
2017,Santa Cruz,"Professional, Paraprofessional and Technical",7,,,,
2017,Santa Cruz,Sales and Related Occupations,8,,,,
2017,Santa Cruz,Service Occupations,12,,,,
2017,Shasta,Clerical and Administrative Support,9,,,,
2017,Shasta,Not Reported,2,,,,
2017,Shasta,"Prod, Const, Operating, Maint & Material Handling",11,,,,
2017,Shasta,"Professional, Paraprofessional and Technical",11,,,,
2017,Shasta,Sales and Related Occupations,12,,,,
2017,Shasta,Service Occupations,18,,,,
2017,Sierra,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Sierra,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Siskiyou,"Agricultural, Forestry, Fishing and Related",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Siskiyou,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Siskiyou,Not Reported,6,,,,
2017,Siskiyou,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Siskiyou,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Siskiyou,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Siskiyou,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2017,Solano,"Agricultural, Forestry, Fishing and Related",1,,,,
2017,Solano,Clerical and Administrative Support,50,,,,
2017,Solano,Computer and Mathematical Occupations,1,,,,
2017,Solano,Not Reported,11,,,,
2017,Solano,"Prod, Const, Operating, Maint & Material Handling",31,,,,
2017,Solano,"Professional, Paraprofessional and Technical",13,,,,
2017,Solano,Sales and Related Occupations,16,,,,
2017,Solano,Service Occupations,30,,,,
2017,Sonoma,"Agricultural, Forestry, Fishing and Related",2,,,,
2017,Sonoma,Clerical and Administrative Support,64,,,,
2017,Sonoma,Community and Social Service Occupations,3,,,,
2017,Sonoma,Computer and Mathematical Occupations,2,,,,
2017,Sonoma,"Education, Training, and Library Occupations",1,,,,
