Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
Sub-County Place,Mettler CDP,2017,Annual,100,100,0,14.1,N,Final
Sub-County Place,Middletown CDP,2017,Annual,430,400,20,5.4,N,Final
Sub-County Place,Millbrae city,2017,Annual,12600,12200,400,2.9,N,Final
Sub-County Place,Mill Valley city,2017,Annual,7200,7100,100,1.5,N,Final
Sub-County Place,Milpitas city,2017,Annual,41300,39900,1400,3.5,N,Final
Sub-County Place,Mineral CDP,2017,Annual,100,80,20,21.4,N,Final
Sub-County Place,Mira Monte CDP,2017,Annual,3600,3400,200,4.3,N,Final
Sub-County Place,Mission Canyon CDP,2017,Annual,1400,1400,100,4.5,N,Final
Sub-County Place,Mission Hills CDP,2017,Annual,2000,1900,100,6.8,N,Final
Sub-County Place,Mission Viejo city,2017,Annual,49700,47900,1800,3.6,N,Final
Sub-County Place,Mi Wuk Village CDP,2017,Annual,290,210,80,28.4,N,Final
Sub-County Place,Modesto city,2017,Annual,94400,87900,6400,6.8,N,Final
Sub-County Place,Mohawk Vista CDP,2017,Annual,70,60,10,11.9,N,Final
Sub-County Place,Mojave CDP,2017,Annual,1800,1500,300,17.4,N,Final
Sub-County Place,Mokelumne Hill CDP,2017,Annual,230,170,60,26.3,N,Final
Sub-County Place,Mono Vista CDP,2017,Annual,1510,1460,40,2.9,N,Final
Sub-County Place,Monrovia city,2017,Annual,21000,20200,900,4.1,N,Final
Sub-County Place,Montclair city,2017,Annual,18800,18000,800,4.3,N,Final
Sub-County Place,Montebello city,2017,Annual,29100,27600,1500,5.2,N,Final
Sub-County Place,Montecito CDP,2017,Annual,3400,3200,200,6,N,Final
Sub-County Place,Monterey city,2017,Annual,15300,14800,500,3.3,N,Final
Sub-County Place,Monterey Park city,2017,Annual,29600,28300,1300,4.3,N,Final
Sub-County Place,Monte Rio CDP,2017,Annual,600,500,100,9.3,N,Final
Sub-County Place,Moorpark city,2017,Annual,19600,18900,700,3.6,N,Final
Sub-County Place,Morada CDP,2017,Annual,1600,1600,0,2.5,N,Final
Sub-County Place,Moraga town,2017,Annual,7500,7300,200,3,N,Final
Sub-County Place,Moreno Valley city,2017,Annual,92900,87700,5200,5.6,N,Final
Sub-County Place,Morgan Hill city,2017,Annual,23900,23100,800,3.3,N,Final
Sub-County Place,Morongo Valley CDP,2017,Annual,1600,1500,100,5.1,N,Final
Sub-County Place,Morro Bay city,2017,Annual,5100,4900,200,4.1,N,Final
Sub-County Place,Moss Landing CDP,2017,Annual,100,100,0,0,N,Final
Sub-County Place,Mountain Mesa CDP,2017,Annual,100,100,0,13.6,N,Final
Sub-County Place,Mountain Ranch CDP,2017,Annual,410,370,40,8.8,N,Final
Sub-County Place,Mountain View CDP,2017,Annual,1400,1300,100,6.6,N,Final
Sub-County Place,Mountain View city,2017,Annual,50800,49600,1200,2.4,N,Final
Sub-County Place,Mountain View Acres CDP,2017,Annual,1300,1200,100,8.6,N,Final
Sub-County Place,Mount Shasta city,2017,Annual,1620,1590,30,1.7,N,Final
Sub-County Place,Murphys CDP,2017,Annual,880,850,30,3.5,N,Final
Sub-County Place,Murrieta city,2017,Annual,54100,51800,2200,4.2,N,Final
Sub-County Place,Muscoy CDP,2017,Annual,4500,3900,500,11.9,N,Final
Sub-County Place,Napa city,2017,Annual,41700,40100,1600,3.8,N,Final
Sub-County Place,National City city,2017,Annual,24700,23300,1400,5.5,N,Final
Sub-County Place,Needles city,2017,Annual,1700,1700,100,2.9,N,Final
Sub-County Place,Nevada City city,2017,Annual,1400,1380,20,1.7,N,Final
Sub-County Place,Newark city,2017,Annual,24800,23900,900,3.5,N,Final
Sub-County Place,Newman city,2017,Annual,4500,4100,400,8.7,N,Final
Sub-County Place,Newport Beach city,2017,Annual,45100,43600,1400,3.2,N,Final
Sub-County Place,Nice CDP,2017,Annual,1010,960,50,5.2,N,Final
Sub-County Place,Nipomo CDP,2017,Annual,9100,8700,400,4.3,N,Final
Sub-County Place,Norco city,2017,Annual,11500,11000,500,4.3,N,Final
Sub-County Place,North Auburn CDP,2017,Annual,5400,5200,200,4.6,N,Final
Sub-County Place,North Edwards CDP,2017,Annual,400,400,0,11.9,N,Final
Sub-County Place,North El Monte CDP,2017,Annual,1800,1800,0,2.1,N,Final
Sub-County Place,North Fair Oaks CDP,2017,Annual,8700,8400,300,3.3,N,Final
Sub-County Place,North Highlands CDP,2017,Annual,19000,18300,800,4,N,Final
Sub-County Place,North Lakeport CDP,2017,Annual,1590,1530,60,3.8,N,Final
Sub-County Place,Norwalk city,2017,Annual,50700,48200,2500,5,N,Final
Sub-County Place,Novato city,2017,Annual,29700,28800,900,3,N,Final
Sub-County Place,Nuevo CDP,2017,Annual,3000,2800,200,6.4,N,Final
Sub-County Place,Oakdale city,2017,Annual,9400,8600,800,8.3,N,Final
Sub-County Place,Oakhurst CDP,2017,Annual,1800,1600,100,8.1,N,Final
Sub-County Place,Oakland city,2017,Annual,212100,203200,8900,4.2,N,Final
Sub-County Place,Oakley city,2017,Annual,19600,18800,800,4.3,N,Final
Sub-County Place,Oak Park CDP,2017,Annual,7200,6900,300,4.7,N,Final
Sub-County Place,Oak View CDP,2017,Annual,2200,2100,100,4.1,N,Final
Sub-County Place,Occidental CDP,2017,Annual,500,500,0,0,N,Final
Sub-County Place,Oceano CDP,2017,Annual,3700,3500,200,4.7,N,Final
Sub-County Place,Oceanside city,2017,Annual,81600,78200,3400,4.2,N,Final
Sub-County Place,Oildale CDP,2017,Annual,15100,13100,2000,13.4,N,Final
Sub-County Place,Ojai city,2017,Annual,3500,3400,100,3.9,N,Final
Sub-County Place,Olancha CDP,2017,Annual,130,110,10,10.2,N,Final
Sub-County Place,Olivehurst CDP,2017,Annual,5300,4800,500,9.9,N,Final
Sub-County Place,Ontario city,2017,Annual,84400,80700,3700,4.4,N,Final
Sub-County Place,Onyx CDP,2017,Annual,100,100,0,0,N,Final
Sub-County Place,Orange city,2017,Annual,72100,69600,2500,3.5,N,Final
Sub-County Place,Orange Cove city,2017,Annual,3700,3200,400,11.3,N,Final
Sub-County Place,Orangevale CDP,2017,Annual,16800,16200,500,3.2,N,Final
Sub-County Place,Orcutt CDP,2017,Annual,14500,13800,700,4.6,N,Final
Sub-County Place,Orinda city,2017,Annual,9000,8800,200,2.3,N,Final
Sub-County Place,Orland city,2017,Annual,3630,3320,310,8.5,N,Final
Sub-County Place,Oroville city,2017,Annual,6800,6400,400,5.6,N,Final
Sub-County Place,Oroville East CDP,2017,Annual,2900,2800,200,6.1,N,Final
Sub-County Place,Oxnard city,2017,Annual,100800,95100,5700,5.7,N,Final
Sub-County Place,Pacheco CDP,2017,Annual,2500,2400,100,5.6,N,Final
Sub-County Place,Pacifica city,2017,Annual,23800,23100,700,2.9,N,Final
Sub-County Place,Pacific Grove city,2017,Annual,8600,8200,500,5.4,N,Final
Sub-County Place,Pajaro CDP,2017,Annual,1900,1500,400,22,N,Final
Sub-County Place,Palermo CDP,2017,Annual,2100,1800,300,12.1,N,Final
Sub-County Place,Palmdale city,2017,Annual,64400,60300,4100,6.4,N,Final
Sub-County Place,Palm Desert city,2017,Annual,24200,23000,1200,5.1,N,Final
Sub-County Place,Palm Springs city,2017,Annual,22400,21400,1000,4.7,N,Final
Sub-County Place,Palo Alto city,2017,Annual,35500,34600,1000,2.7,N,Final
Sub-County Place,Palos Verdes Estates city,2017,Annual,5700,5600,100,2,N,Final
Sub-County Place,Paradise town,2017,Annual,11200,10600,600,5.4,N,Final
Sub-County Place,Paramount city,2017,Annual,24800,23500,1300,5.2,N,Final
Sub-County Place,Parksdale CDP,2017,Annual,1200,1100,100,8.9,N,Final
Sub-County Place,Parkwood CDP,2017,Annual,1000,900,100,10.5,N,Final
Sub-County Place,Parlier city,2017,Annual,6600,6000,600,8.7,N,Final
Sub-County Place,Pasadena city,2017,Annual,79300,76100,3300,4.1,N,Final
Sub-County Place,Patterson city,2017,Annual,10000,9300,700,7.4,N,Final
Sub-County Place,Paxton CDP,2017,Annual,0,0,0,0,N,Final
Sub-County Place,Penn Valley CDP,2017,Annual,770,650,110,14.9,N,Final
Sub-County Place,Perris city,2017,Annual,30100,28200,1900,6.2,N,Final
Sub-County Place,Petaluma city,2017,Annual,33200,32200,1000,3,N,Final
Sub-County Place,Pico Rivera city,2017,Annual,30600,29000,1600,5.2,N,Final
Sub-County Place,Piedmont city,2017,Annual,5200,5100,100,2.4,N,Final
Sub-County Place,Pine Mountain Club CDP,2017,Annual,700,700,0,6.3,N,Final
Sub-County Place,Pinole city,2017,Annual,10100,9800,300,3.2,N,Final
Sub-County Place,Piru CDP,2017,Annual,800,800,0,4.1,N,Final
Sub-County Place,Pismo Beach city,2017,Annual,4300,4200,100,2.9,N,Final
Sub-County Place,Pittsburg city,2017,Annual,34100,32600,1500,4.5,N,Final
Sub-County Place,Pixley CDP,2017,Annual,1500,1300,200,11.1,N,Final
Sub-County Place,Placentia city,2017,Annual,25800,24900,900,3.5,N,Final
Sub-County Place,Placerville city,2017,Annual,4700,4500,200,4.6,N,Final
Sub-County Place,Planada CDP,2017,Annual,2000,1700,200,12.7,N,Final
Sub-County Place,Pleasant Hill city,2017,Annual,18100,17500,600,3.5,N,Final
Sub-County Place,Pleasanton city,2017,Annual,41300,39900,1300,3.2,N,Final
Sub-County Place,Plumas Eureka CDP,2017,Annual,100,100,10,5.9,N,Final
Sub-County Place,Plymouth city,2017,Annual,560,550,20,3.2,N,Final
Sub-County Place,Point Arena city,2017,Annual,270,260,10,3,N,Final
Sub-County Place,Point Reyes Station CDP,2017,Annual,200,200,0,0,N,Final
Sub-County Place,Pollock Pines CDP,2017,Annual,3100,3000,100,3.7,N,Final
Sub-County Place,Pomona city,2017,Annual,68100,64500,3600,5.3,N,Final
Sub-County Place,Poplar Cotton Center CDP,2017,Annual,1200,900,300,22.5,N,Final
Sub-County Place,Port Costa CDP,2017,Annual,100,100,0,0,N,Final
Sub-County Place,Porterville city,2017,Annual,25400,22200,3200,12.7,N,Final
Sub-County Place,Port Hueneme city,2017,Annual,10500,10000,400,4,N,Final
Sub-County Place,Portola city,2017,Annual,790,680,120,14.8,N,Final
Sub-County Place,Poway city,2017,Annual,25500,24700,800,3.3,N,Final
Sub-County Place,Prattville CDP,2017,Annual,10,10,0,0,N,Final
Sub-County Place,Prunedale CDP,2017,Annual,12000,11100,900,7.7,N,Final
Sub-County Place,Quartz Hill CDP,2017,Annual,4200,4000,200,4.9,N,Final
Sub-County Place,Quincy CDP,2017,Annual,840,780,60,7.4,N,Final
Sub-County Place,Raisin City CDP,2017,Annual,100,100,0,6.9,N,Final
Sub-County Place,Ramona CDP,2017,Annual,11100,10700,400,3.6,N,Final
Sub-County Place,Rancho Calaveras CDP,2017,Annual,3070,2920,150,4.8,N,Final
Sub-County Place,Rancho Cordova City,2017,Annual,34400,32700,1700,4.8,N,Final
Sub-County Place,Rancho Cucamonga city,2017,Annual,94400,90800,3600,3.8,N,Final
Sub-County Place,Rancho Mirage city,2017,Annual,6300,6000,300,4.2,N,Final
Sub-County Place,Rancho Murieta CDP,2017,Annual,2100,2100,0,2.1,N,Final
Sub-County Place,Rancho Palos Verdes city,2017,Annual,19800,19000,800,3.9,N,Final
Sub-County Place,Rancho Santa Margarita city,2017,Annual,27700,26800,900,3.2,N,Final
Sub-County Place,Rancho Tehama Reserve CDP,2017,Annual,870,800,70,8.4,N,Final
Sub-County Place,Randsburg CDP,2017,Annual,0,0,0,0,N,Final
Sub-County Place,Red Bluff city,2017,Annual,5330,4960,370,6.9,N,Final
Sub-County Place,Redding city,2017,Annual,39400,37400,2000,5.2,N,Final
Sub-County Place,Redlands city,2017,Annual,34900,33600,1300,3.8,N,Final
Sub-County Place,Redondo Beach city,2017,Annual,41500,39900,1600,3.9,N,Final
Sub-County Place,Redway CDP,2017,Annual,800,700,0,5.2,N,Final
Sub-County Place,Redwood City city,2017,Annual,50100,48700,1300,2.7,N,Final
Sub-County Place,Reedley city,2017,Annual,13100,10600,2500,19.3,N,Final
Sub-County Place,Rialto city,2017,Annual,44100,41600,2500,5.7,N,Final
Sub-County Place,Richgrove CDP,2017,Annual,1400,1000,400,30.4,N,Final
Sub-County Place,Richmond city,2017,Annual,52700,50400,2300,4.3,N,Final
Sub-County Place,Ridgecrest city,2017,Annual,13500,13000,500,3.6,N,Final
Sub-County Place,Ridgemark CDP,2017,Annual,1500,1400,0,3.2,N,Final
Sub-County Place,Rio Dell city,2017,Annual,1300,1300,0,3,N,Final
Sub-County Place,Rio del Mar CDP,2017,Annual,4800,4600,200,4.4,N,Final
Sub-County Place,Rio Linda CDP,2017,Annual,6600,6300,300,3.9,N,Final
Sub-County Place,Rio Vista city,2017,Annual,3000,2900,100,3.8,N,Final
Sub-County Place,Ripon city,2017,Annual,7500,7300,300,3.7,N,Final
Sub-County Place,Riverbank city,2017,Annual,11700,11100,700,5.7,N,Final
Sub-County Place,Riverdale CDP,2017,Annual,1500,1400,200,10.4,N,Final
Sub-County Place,Riverside city,2017,Annual,150900,143800,7100,4.7,N,Final
Sub-County Place,Rocklin city,2017,Annual,31700,30500,1200,3.7,N,Final
Sub-County Place,Rodeo CDP,2017,Annual,4900,4700,200,4.8,N,Final
Sub-County Place,Rohnert Park city,2017,Annual,23300,22500,800,3.3,N,Final
Sub-County Place,Rolling Hills city,2017,Annual,600,600,0,4.1,N,Final
Sub-County Place,Rolling Hills Estates city,2017,Annual,3500,3400,100,2.5,N,Final
Sub-County Place,Rollingwood CDP,2017,Annual,1500,1400,100,5.2,N,Final
Sub-County Place,Romoland CDP,2017,Annual,800,800,0,3.2,N,Final
Sub-County Place,Rosamond CDP,2017,Annual,8700,7700,1000,11.2,N,Final
Sub-County Place,Rosedale CDP,2017,Annual,8300,7800,500,6.1,N,Final
Sub-County Place,Rosemead city,2017,Annual,25300,24100,1200,4.8,N,Final
Sub-County Place,Rosemont CDP,2017,Annual,12100,11600,600,4.8,N,Final
Sub-County Place,Roseville city,2017,Annual,66200,63800,2400,3.7,N,Final
Sub-County Place,Rossmoor CDP,2017,Annual,5100,5000,100,2.9,N,Final
Sub-County Place,Round Valley CDP,2017,Annual,210,210,0,1.4,N,Final
Sub-County Place,Rowland Heights CDP,2017,Annual,24800,24000,800,3.2,N,Final
Sub-County Place,Running Springs CDP,2017,Annual,2100,2000,100,5.8,N,Final
Sub-County Place,Sacramento city,2017,Annual,230400,219400,11000,4.8,N,Final
Sub-County Place,St. Helena city,2017,Annual,2900,2800,100,3.7,N,Final
Sub-County Place,Salida CDP,2017,Annual,7000,6600,400,5.7,N,Final
Sub-County Place,Salinas city,2017,Annual,80200,72700,7500,9.4,N,Final
Sub-County Place,San Andreas CDP,2017,Annual,1490,1460,40,2.3,N,Final
Sub-County Place,San Anselmo town,2017,Annual,7300,7000,200,3.4,N,Final
Sub-County Place,San Antonio Heights CDP,2017,Annual,1700,1700,0,1.2,N,Final
Sub-County Place,San Ardo CDP,2017,Annual,200,200,0,2.1,N,Final
Sub-County Place,San Bernardino city,2017,Annual,83800,78400,5400,6.4,N,Final
Sub-County Place,San Bruno city,2017,Annual,26400,25700,700,2.8,N,Final
Sub-County Place,San Buenaventura (Ventura) city,2017,Annual,55800,53600,2200,3.9,N,Final
Sub-County Place,San Carlos city,2017,Annual,17400,16900,500,2.7,N,Final
Sub-County Place,San Clemente city,2017,Annual,31800,30700,1100,3.4,N,Final
Sub-County Place,Sand City city,2017,Annual,200,200,0,4.1,N,Final
Sub-County Place,San Diego city,2017,Annual,710100,682300,27800,3.9,N,Final
Sub-County Place,San Dimas city,2017,Annual,18000,17200,800,4.4,N,Final
Sub-County Place,San Fernando city,2017,Annual,11800,11200,600,5,N,Final
Sub-County Place,San Francisco city,2017,Annual,563000,546400,16600,2.9,N,Final
Sub-County Place,San Gabriel city,2017,Annual,21500,20700,900,4,N,Final
Sub-County Place,Sanger city,2017,Annual,11500,10400,1100,9.8,N,Final
Sub-County Place,San Jacinto city,2017,Annual,18400,17300,1200,6.3,N,Final
Sub-County Place,San Joaquin city,2017,Annual,1500,1300,100,8.3,N,Final
Sub-County Place,San Jose city,2017,Annual,549500,530900,18500,3.4,N,Final
Sub-County Place,San Juan Bautista city,2017,Annual,1100,1000,0,4.4,N,Final
Sub-County Place,San Juan Capistrano city,2017,Annual,17100,16500,500,3.2,N,Final
Sub-County Place,San Leandro city,2017,Annual,46700,44900,1800,3.8,N,Final
Sub-County Place,San Lorenzo CDP,2017,Annual,12600,12100,500,3.9,N,Final
Sub-County Place,San Lucas CDP,2017,Annual,200,100,0,19.9,N,Final
Sub-County Place,San Luis Obispo city,2017,Annual,25400,24600,800,3,N,Final
Sub-County Place,San Marcos city,2017,Annual,41900,40300,1600,3.8,N,Final
Sub-County Place,San Marino city,2017,Annual,5600,5500,100,2.3,N,Final
Sub-County Place,San Martin CDP,2017,Annual,3900,3800,100,3.3,N,Final
Sub-County Place,San Mateo city,2017,Annual,63100,61400,1700,2.6,N,Final
Sub-County Place,San Miguel CDP,2017,Annual,1300,1200,100,9.3,N,Final
Sub-County Place,San Pablo city,2017,Annual,13800,13300,600,4.1,N,Final
Sub-County Place,San Rafael city,2017,Annual,32500,31600,900,2.8,N,Final
Sub-County Place,San Ramon city,2017,Annual,39600,38300,1300,3.3,N,Final
Sub-County Place,Santa Ana city,2017,Annual,157100,151400,5700,3.7,N,Final
Sub-County Place,Santa Barbara city,2017,Annual,50000,48500,1500,3,N,Final
Sub-County Place,Santa Clara city,2017,Annual,69500,67300,2100,3.1,N,Final
Sub-County Place,Santa Clarita city,2017,Annual,112600,107900,4600,4.1,N,Final
Sub-County Place,Santa Cruz city,2017,Annual,33200,31900,1300,3.9,N,Final
Sub-County Place,Santa Fe Springs city,2017,Annual,8300,8100,300,3.1,N,Final
Sub-County Place,Santa Maria city,2017,Annual,48800,45300,3500,7.2,N,Final
Sub-County Place,Santa Monica city,2017,Annual,56700,54100,2600,4.5,N,Final
Sub-County Place,Santa Paula city,2017,Annual,14000,12800,1200,8.7,N,Final
Sub-County Place,Santa Rosa city,2017,Annual,88600,85500,3100,3.5,N,Final
Sub-County Place,Santa Ynez CDP,2017,Annual,2300,2100,200,6.9,N,Final
Sub-County Place,Santee city,2017,Annual,29000,27900,1100,3.7,N,Final
Sub-County Place,Saratoga city,2017,Annual,14800,14300,500,3.5,N,Final
Sub-County Place,Sausalito city,2017,Annual,4600,4500,100,2.7,N,Final
Sub-County Place,Scotts Valley city,2017,Annual,6100,5900,300,4.4,N,Final
Sub-County Place,Seal Beach city,2017,Annual,10000,9600,400,4.1,N,Final
Sub-County Place,Searles Valley CDP,2017,Annual,600,500,100,11.7,N,Final
Sub-County Place,Seaside city,2017,Annual,17200,16700,600,3.3,N,Final
Sub-County Place,Sebastopol city,2017,Annual,4000,3800,200,5.1,N,Final
Sub-County Place,Selma city,2017,Annual,10600,9800,800,7.3,N,Final
Sub-County Place,Shafter city,2017,Annual,7300,6600,800,10.8,N,Final
Sub-County Place,Shandon CDP,2017,Annual,700,600,0,5.9,N,Final
Sub-County Place,Shasta Lake city,2017,Annual,4400,4200,300,6,N,Final
Sub-County Place,Shaver Lake CDP,2017,Annual,300,300,0,1,N,Final
Sub-County Place,Shingle Springs CDP,2017,Annual,2100,2000,100,3.9,N,Final
Sub-County Place,Shingletown CDP,2017,Annual,600,600,100,8.3,N,Final
Sub-County Place,Shoshone CDP,2017,Annual,10,10,0,0,N,Final
Sub-County Place,Sierra Madre city,2017,Annual,5800,5600,200,3.9,N,Final
Sub-County Place,Signal Hill city,2017,Annual,6300,6100,200,3.9,N,Final
Sub-County Place,Simi Valley city,2017,Annual,67800,65200,2600,3.8,N,Final
Sub-County Place,Solana Beach city,2017,Annual,7200,7000,200,2.1,N,Final
Sub-County Place,Soledad city,2017,Annual,8100,7200,900,11,N,Final
Sub-County Place,Solvang city,2017,Annual,3000,2900,100,2.8,N,Final
Sub-County Place,Sonoma city,2017,Annual,5500,5300,300,4.6,N,Final
Sub-County Place,Sonora city,2017,Annual,2140,2020,120,5.6,N,Final
Sub-County Place,Soquel CDP,2017,Annual,6100,5800,300,5.3,N,Final
Sub-County Place,Soulsbyville CDP,2017,Annual,1130,1050,80,7.1,N,Final
Sub-County Place,South Dos Palos CDP,2017,Annual,1100,900,200,21.4,N,Final
Sub-County Place,South El Monte city,2017,Annual,9300,8900,400,4.2,N,Final
Sub-County Place,South Gate city,2017,Annual,43000,40700,2200,5.2,N,Final
Sub-County Place,South Lake Tahoe city,2017,Annual,12200,11600,600,5.2,N,Final
Sub-County Place,South Oroville CDP,2017,Annual,1100,1000,100,9.1,N,Final
Sub-County Place,South Pasadena city,2017,Annual,15000,14400,600,3.8,N,Final
Sub-County Place,South San Francisco city,2017,Annual,38400,37200,1100,2.9,N,Final
Sub-County Place,South San Gabriel CDP,2017,Annual,4100,4000,100,3.6,N,Final
Sub-County Place,South San Jose Hills CDP,2017,Annual,9200,8600,600,6.2,N,Final
Sub-County Place,South Taft CDP,2017,Annual,600,500,100,16.1,N,Final
Sub-County Place,South Whittier CDP,2017,Annual,27200,26200,1100,3.9,N,Final
Sub-County Place,Spreckels CDP,2017,Annual,300,300,0,0,N,Final
Sub-County Place,Spring Garden CDP,2017,Annual,0,0,0,0,N,Final
Sub-County Place,Spring Valley CDP,2017,Annual,13900,13100,800,5.7,N,Final
Sub-County Place,Springville CDP,2017,Annual,300,300,0,4.2,N,Final
Sub-County Place,Squaw Valley CDP,2017,Annual,1400,1300,100,7.7,N,Final
Sub-County Place,Squirrel Mountain Valley CDP,2017,Annual,300,300,0,7.7,N,Final
Sub-County Place,Stallion Springs CDP,2017,Annual,1300,1100,200,14.2,N,Final
Sub-County Place,Stanton city,2017,Annual,18500,17800,700,3.9,N,Final
Sub-County Place,Stockton city,2017,Annual,130100,119600,10500,8.1,N,Final
Sub-County Place,Stratford CDP,2017,Annual,400,300,100,26.6,N,Final
Sub-County Place,Strathmore CDP,2017,Annual,1600,1300,300,17.6,N,Final
Sub-County Place,Suisun City city,2017,Annual,14300,13600,700,4.9,N,Final
Sub-County Place,Summerland CDP,2017,Annual,500,500,0,3,N,Final
Sub-County Place,Sunnyside Tahoe City CDP,2017,Annual,700,700,0,5.1,N,Final
Sub-County Place,Sunnyvale city,2017,Annual,86900,84500,2400,2.8,N,Final
Sub-County Place,Sunol CDP,2017,Annual,500,500,0,3,N,Final
Sub-County Place,Susanville city,2017,Annual,3160,2990,170,5.5,N,Final
Sub-County Place,Sutter CDP,2017,Annual,1600,1600,0,3,N,Final
Sub-County Place,Sutter Creek city,2017,Annual,970,950,20,2.5,N,Final
Sub-County Place,Taft city,2017,Annual,2900,2800,100,4.2,N,Final
Sub-County Place,Taft Heights CDP,2017,Annual,1200,1000,100,10.9,N,Final
Sub-County Place,Taft Mosswood CDP,2017,Annual,400,400,0,5.8,N,Final
Sub-County Place,Tahoe Vista CDP,2017,Annual,800,800,0,3.1,N,Final
Sub-County Place,Tamalpais Homestead Valley CDP,2017,Annual,6000,5800,200,3.9,N,Final
Sub-County Place,Tara Hills CDP,2017,Annual,2500,2400,100,5.5,N,Final
